created_at,text,screen_name,username,userURL,userDescription,tweetURL,id
Fri Aug 12 09:18:15 +0000 2022,"Last day to apply! 📢📢
 
We are currently looking for an #intern to join our team from September to December 2022.… https://t.co/oi5mOvcQsb",CultExtRel,Cultural Relations Platform,https://t.co/84B0eAODuz,"We are an EU-funded project that connects cultural practitioners worldwide for dialogue, exchange and co-operation 🇪🇺🌍",https://t.co/oi5mOvcQsb,1558020027797979100
Thu Aug 11 20:17:27 +0000 2022,"If you are interested in enhancing your cybersecurity skills, apply for VTF internship 👇🏾 https://t.co/Mu0QS4RVnp",ireteeh,Mrs AK. 🇳🇬🇬🇧🇮🇪,,Founder @CybarikGlobal |CyberSecurity Career Mentor| @Cloudrica @cyblackorg| Advisory Board Member @cybersafehq| ChelseaFC|@YoungCISOs Ambassador|Views are mine,https://t.co/Mu0QS4RVnp,1557823529940394000
Thu Aug 11 15:34:57 +0000 2022,Today is the deadline for submitting your event or activity requirements and risk assessment for #UofGARCadia event… https://t.co/sb4WivFm5k,UofGPE,University of Glasgow Public Engagement,https://t.co/NNwNJ7dWwL,"Public & Community Engagement at @UofGlasgow | #TeamUofG 💘| Tweets by PE & Community Advisor, Dr Zara Gladman (currently on secondment to @UofGARC)",https://t.co/sb4WivFm5k,1557752435921371100
Thu Aug 11 08:17:45 +0000 2022,A few days left to apply for our internship at Octophin in London building digital things for wildlife conservation… https://t.co/tXn227baaf,FilipNest,Filip Hnízdo,https://t.co/5HiSeKltWk,"Director @octophindigital building things for the wildlife conservation sector. I sometimes make music, poetry, web art. Mostly posting music recommendations.",https://t.co/tXn227baaf,1557642413321117700
Thu Aug 11 08:01:32 +0000 2022,This is a reminder that applications for the #internship with #Esharelife will close on the 15th of #August! #Apply… https://t.co/RHxe7IObhA,eShareLife,eShareLife,https://t.co/55Dams0E0w,Esharelife is a Charity Foundation that has been set up to aid some of the most disadvantaged areas of the world #humanity #fundraising #charity,https://t.co/RHxe7IObhA,1557638333760667600
Wed Aug 10 15:44:13 +0000 2022,".@UofGPGRs have ONE more day to apply for our exciting new media internship during ARCadia festival, in partnership… https://t.co/GyDCwNYrTh",UofGPE,University of Glasgow Public Engagement,https://t.co/NNwNJ7dWwL,"Public & Community Engagement at @UofGlasgow | #TeamUofG 💘| Tweets by PE & Community Advisor, Dr Zara Gladman (currently on secondment to @UofGARC)",https://t.co/GyDCwNYrTh,1557392382819274800
Wed Aug 10 14:32:18 +0000 2022,"📢VACANCY📢
We are seeking an EU Affairs Trainee to join us for 5 months beginning ASAP this September!
Are you a stu… https://t.co/IvJPbXxXPB",EMInternational,European Movement,https://t.co/C2ndAnXnF5,The European Movement is a network of organisations that has mobilised citizens and advocated for European integration since 1948. #EurMove,https://t.co/IvJPbXxXPB,1557374282614939600
Wed Aug 10 12:46:57 +0000 2022,"We’re relaunching our intern scheme. We have part time, paid positions available in our Shoreditch office for those… https://t.co/zbmdmSkOUd",Palm_PR,Palm PR,http://t.co/EZHcFGttr3,"Palm PR is a Public Relations & Social Media consultancy specialising in food, drink & hospitality.  Welcome to the sunny side...",https://t.co/zbmdmSkOUd,1557347771254022100
Wed Aug 10 12:38:37 +0000 2022,"📢 Account Executive internship available! @IGNIFI 

💡 Potential for hybrid office/home working
💡 Healthcare backgro… https://t.co/lsqtSyAjOC",UoSinternships,UoS Graduate Internships & Opportunities,https://t.co/bnzKopBJNT,"UoS Graduate Internships Scheme. 12 month contracts, £18K salary, funding available for the employer! Vacancies: https://t.co/OyuHjFWD1j…",https://t.co/lsqtSyAjOC,1557345674051686400
Wed Aug 10 12:16:07 +0000 2022,"Are you a Marketing graduate looking to kick-start your professional journey? 🖐

There is now an exciting opportuni… https://t.co/C6Erir0chT",FASenrich_EHU,Work-Related Learning | FAS Enrichment,https://t.co/4GWWRr8nJ6,Working closely with industry to develop dynamic work-related opportunities for the Faculty of Arts & Sciences. Based in the E3i team at Edge Hill University.,https://t.co/C6Erir0chT,1557340010109608000
Wed Aug 10 11:07:59 +0000 2022,"📢Internship alert! 

We are looking for a motivated intern to join our team in Brussels and assist in the organisat… https://t.co/906ibcuOJH",EuCyclistsFed,ECF,https://t.co/5l2IGwdFvu,"We advocate, research and work for a brighter future for cycling and cyclists all over Europe and beyond 🚲 Support us! https://t.co/SxIHZN1jWp ⚡️ #MoreCycling",https://t.co/906ibcuOJH,1557322863744622600
Wed Aug 10 10:15:06 +0000 2022,"👩‍🎓 We have open positions for students, also in Media and Communications 📰

Apply ⏩ https://t.co/giB8vuWTlL… https://t.co/yF8flmeRvl",GeorgFischer,Georg Fischer,https://t.co/H4NDi3bQA4,"GF is the preferred partner for the safe transport of liquids and gases, lightweight casting components, and high-precision manufacturing technologies.",https://t.co/giB8vuWTlL,1557309555629084700
Wed Aug 10 09:51:07 +0000 2022,"Our Diversity Internship applications close Friday 12th August ✨

We're looking for people from underrepresented ba… https://t.co/9pafIpM1lz",SumoDigitalLtd,Sumo Digital,https://t.co/LrPhymxeWs,"We’re Sumo Digital 👋 Founded in 2003 | Award-winning games and studios | 12 locations across the UK, India & Europe | Want to make amazing games? Join us!",https://t.co/9pafIpM1lz,1557303520197595100
Wed Aug 10 08:19:40 +0000 2022,"Applications close this week for the @BritainLeads Communications and Events Internship. 

Apply 👉🏻 https://t.co/0oVbR2tWTi",Ryan_Baldry,Ryan Baldry,https://t.co/uTTNwRdaTB,Senior Comms Manager at @BritainLeads. Formerly @UKParliament and @Conservatives staffer. Views mine etc. 🇬🇧🇺🇦🏳️‍🌈,https://t.co/0oVbR2tWTi,1557280507703984000
Tue Aug 09 15:52:26 +0000 2022,London-based dye studio Qing Fibre has an open opportunity for an internship as a Dyer &amp; Textiles artist assistant!… https://t.co/UfeQLYKwrk,CreativeOpps,Creative Opps,http://t.co/HEJuPrdGO8,Creative jobsboard for students and graduates of the University of the Arts London. Employers - advertise your paid jobs and internships free of charge!,https://t.co/UfeQLYKwrk,1557032061558456300
Tue Aug 09 13:44:09 +0000 2022,Apply now to work for #SAP as #Internship: AI Explainability for Fairness Assessments F/M! (#MouginsCedexFR06254)… https://t.co/eSIs9M1QPX,Perdigeon,Perdigeon,,Director Product Management,https://t.co/eSIs9M1QPX,1556999776822087700
Tue Aug 09 11:01:40 +0000 2022,"Calling all #UniversityofQueensland students! 

Spend 6-8 weeks on a funded internship in #Vietnam or #Taiwan.

⏰Ap… https://t.co/qgPwMOGvFi",PagodaProjects,Pagoda Projects,https://t.co/eDQasJ4FBK,Award Winning Internships & Skills Programmes • Global Destinations 🌏• Beyond Work Experience,https://t.co/qgPwMOGvFi,1556958889899446300
Tue Aug 09 11:01:16 +0000 2022,"Are you looking for an #internship? 

Do you have an interest in #internationallaw and a flair for creating engagin… https://t.co/Kf69Jf13L3",TMCAsser,TMC Asser Instituut,http://t.co/sCBzaVEGVn,"Hague-based research institute on #InternationalLaw & #EULaw. Research, events, education & legal perspectives on current affairs. Newsletter: https://t.co/hILmBoBtNz",https://t.co/Kf69Jf13L3,1556958785960398800
Tue Aug 09 10:06:17 +0000 2022,"Are you interested in Tax and Customs issues?

Apply now to join @EU_Taxud for a 5-month paid internship. 

Deadlin… https://t.co/IZfpCPoeOT",EU_Taxud,EU Tax & Customs 🇪🇺,https://t.co/D6EIAPb9Dy,"We are the @EU_Commission department for Taxation and Customs Union. See also @PaoloGentiloni
RT ≠ endorsement #FairTaxation #CustomsUnion",https://t.co/IZfpCPoeOT,1556944950197207000
Tue Aug 09 09:15:15 +0000 2022,"Job searching after graduating university? 🎓

We're looking for two graduates to join our communications team for a… https://t.co/QCkRSHTA4s",SolihullCouncil,Solihull Council,https://t.co/1IWhfOu7qM,Solihull Council's Twitter account is only updated during office hours. We can’t guarantee seeing all tweets so pls report service issues via our website,https://t.co/QCkRSHTA4s,1556932106756006000
Tue Aug 09 09:01:02 +0000 2022,📣 Apply for a remote internship fully-funded by the @BritishCouncil. Gain your competitive edge by applying for an… https://t.co/tJSDwZIRgv,UofGCareers,UofG Careers,https://t.co/thOgJFmGJl,Inspiring @UofGlasgow students to identify career goals & achieve their full personal & professional potential #UofGCareers #CareersJoboftheDay #UofGinternship,https://t.co/tJSDwZIRgv,1556928531124392000
Tue Aug 09 08:43:34 +0000 2022,Care leavers can now apply for the @UKCivilService internship or read more about it below 👇 https://t.co/J4YFRsUIRB,BarnsleyYC,Barnsley Youth Council,https://t.co/3YRz5fyey4,"Barnsley Youth Council are a group of local young people, elected by their peers to represent their views.",https://t.co/J4YFRsUIRB,1556924134873088000
Tue Aug 09 08:36:37 +0000 2022,Studying in London this academic year? Apply for a part time internship with #MayorsEntrepreneur on our website… https://t.co/0LAfvxF1AB,Mayors2022,Mayor's Entrepreneur Competition,https://t.co/277RfK7kPc,How would you like to be given the chance to make an impact on our city AND have a chance at winning one of FOUR £20k prizes to get your idea to market.,https://t.co/0LAfvxF1AB,1556922387219767300
Tue Aug 09 08:35:16 +0000 2022,The UK Civil Service want more care leavers to join their award winning internship scheme. They offer excellent sal… https://t.co/GPEyfhzlRL,SchoolCic,Norfolk County Council Virtual School CIC,,Norfolk's Virtual School for Children in Care supports the educational progress of children in the care of Norfolk County Council.,https://t.co/GPEyfhzlRL,1556922047497920500
Tue Aug 09 08:19:01 +0000 2022,Quorum Europe is reinforcing its team to continue its expansion of EU and worldwide data acquisition. Apply now for… https://t.co/HGSMoz2UdB,ArnaudSonnet,Arnaud Sonnet,,"Policy data, EU Affairs, Communication, MD Europe @QuorumEU, ex-@fiscalnote, ex-@euractiv - ex-@thomsonreuters - Views are my own - RTs not endorsement",https://t.co/HGSMoz2UdB,1556917956835262500
Sat Aug 13 13:00:00 +0000 2022,"The ÉCU team is looking for talented, motivated students who have interesting ideas and want to participate in stim… https://t.co/pZ5FnA51tH",ECUfilmfestival,ÉCU Film Festival,https://t.co/VPOQPTctsx,ÉCU - The European Independent Film Festival: screening the World's best independent films since 2006. #ECUfilmfestival Programme & Tickets: https://t.co/tGJMghtfdU,https://t.co/pZ5FnA51tH,1558438220177686500
Mon Aug 08 13:39:38 +0000 2022,@JeremyVineOn5 @adepstein1 @alexisconran Agree with Angela. And how can the caller say a fashion degree is as impor… https://t.co/Yexg8j5YFL,suzysasha,elizabeth scott 🇬🇧🏴󠁧󠁢󠁳󠁣󠁴󠁿🇱🇷🇬🇧,,"Proud to be British, Scottish, and a woman,animal lover, love our Royal Family Anti woke, love the USA #ANTISNP  @GBnews #NoMandatoryPassports!",https://t.co/Yexg8j5YFL,1556636253432516600
Wed Aug 17 19:25:46 +0000 2022,"Want to land a job like ""Deep Learning Compiler Intern"" at AMD? Applicant tracking systems look for specific keywor… https://t.co/whe8wf91nz",tmj_intern,Worldwide Interns,https://t.co/fY1tZSFCc9,Follow this account for geo-targeted Internships job tweets in Worldwide. Need help? Tweet us at @CareerArc!,https://t.co/whe8wf91nz,1559984852593549300
Wed Aug 17 18:20:32 +0000 2022,@MisfitsGG @TubboLive @Ranboosaysstuff Hiring me as their intern 😳😳,YDrisp,DrispY,,So long Techno. Thank you for everything,,1559968434904916000
Wed Aug 17 15:28:29 +0000 2022,We are #hiring an #intern to help with research and project management for the Taskforce on Nature-related Financia… https://t.co/t9AYuDqZ74,UNEP_FI,UNEP FI,https://t.co/hV1gcVOnQV,"UN Environment Programme Finance Initiative works with more than 400 banks, insurers, and investors to promote sustainable finance.",https://t.co/t9AYuDqZ74,1559925139738923000
Wed Aug 17 14:57:40 +0000 2022,We're hiring a student intern international business and communications. International trade around the world is de… https://t.co/uZsIscO1Kq,pspsdenhaag,psps business abroad,,"International trade, Foreign Direct Investment; export, consultancy, international business development",https://t.co/uZsIscO1Kq,1559917382721687600
Wed Aug 17 14:13:18 +0000 2022,"We are pleased to share that we are investing in future talent by hiring a new intern. 

Please say hello to Ben wh… https://t.co/w0hynag8fi",LeePeckMedia,Lee Peck Media,https://t.co/0qKjNqT4Bs,"We create content that gets our clients noticed and starts conversations: online, in print and broadcast.

Find us in Ocean Village.",https://t.co/w0hynag8fi,1559906219158114300
Wed Aug 17 12:45:03 +0000 2022,"[LAST DAYS] We're #hiring! Join #ICLEI as Intern, Communications &amp; Graphic Design: you'll create graphic and visual… https://t.co/PStPWsyG8G",ICLEI,ICLEI,http://t.co/TRwBrZaSot,ICLEI – Local Governments for Sustainability is a global network working with 2500 local and regional governments committed to sustainable urban development.,https://t.co/PStPWsyG8G,1559884009118830600
Wed Aug 17 11:00:14 +0000 2022,"🚨 #hiring 

We’re on a hunt for a Copywriter Intern! 🖋️

So you juggle words like nobody’s business and can easily… https://t.co/PmOU1PA4IR",KaizoHQ,Kaizo,https://t.co/3PIKbWgEJY,"AI-powered & gamified Workforce Performance Management (WPM) for the world's largest remote-working population, #customersupport | #supportheroes #2021supported",https://t.co/PmOU1PA4IR,1559857628469133300
Tue Aug 16 17:43:00 +0000 2022,We’re #hiring! Would you like to join us in improving the lives of horses in the UK and worldwide? We’re looking fo… https://t.co/HWerfrRdGY,HorseCharity,World Horse Welfare,https://t.co/ThKQ5eIVtd,"World Horse Welfare improves the lives of horses in the UK and around the world through education, campaigning and hands-on care.",https://t.co/HWerfrRdGY,1559596601085087700
Tue Aug 16 16:16:03 +0000 2022,"✴️Job alert!✴️

Are you a hands-on individual who's up for a new challenge?

We're hiring for a Warehouse Assistant… https://t.co/SVhDdbm8jl",InspiringIntern,Inspiring Interns & Graduates,https://t.co/A5Ov7rOdpx,"We help get grads jobs & internships in the UK. Film your video CV, get careers advice and connect with startups & big brands.",https://t.co/SVhDdbm8jl,1559574721615859700
Tue Aug 16 15:58:35 +0000 2022,Businesses often have liability concerns when it comes to hiring interns. Watch to learn more about intern legal cl… https://t.co/mWC5Tw8kpi,stowers,Customer Obsessed,https://t.co/zxok87YNpy,Customer Experience | Process Management | Best Selling Author | Keynotes | Outside-In | We have to get more scientific about the Customer Experience,https://t.co/mWC5Tw8kpi,1559570326677332000
Tue Aug 16 13:56:28 +0000 2022,"JOB OPPORTUNITY!

We are looking for a dynamic #Communications &amp; #Events management #intern (50%, #Geneva-based)!… https://t.co/5oMOHo5yPp",martinennals,Martin Ennals Award,https://t.co/lwEmTPHh2r,The Martin Ennals Award honours and supports Human Rights Defenders at risk showing exceptional commitment,https://t.co/5oMOHo5yPp,1559539593669656600
Tue Aug 16 12:23:42 +0000 2022,We're Hiring! @mecanoo_ is op zoek naar een ICT Intern die de dynamiek van een internationale werkomgeving wil lere… https://t.co/RrXlvVg1OC,mecanoo_,Mecanoo,https://t.co/T6hcA8Fd8M,"We are #Mecanoo, an international practice focused on architecture, urban planning, landscape and interior - Finding identity in a globalised world 🌍",https://t.co/RrXlvVg1OC,1559516246495973400
Tue Aug 16 11:14:59 +0000 2022,Is hiring an intern really hiring if you don't pay them?,shotbyshaun,Shaun #TheBlkGaze 🇯🇲🇧🇧🇬🇧,https://t.co/0H45RkDhPh,Founder of @theblkgaze. Approved by @AlfieJapanorama. Declare the victory. Isaiah 26:4. Psalm 23:6.,,1559498953292451800
Tue Aug 16 10:38:00 +0000 2022,Extraordinary 💎 one of Totem's company #values. Join an extraordinary team that puts a high value on enjoyment at w… https://t.co/Hl0nvvtrFP,WeAreTotem,Totem,https://t.co/FxY1WTnuJf,"Smart events tech stack. Helping planners save time, money and stress. Built for events people by events people. #EventsPlatform  #EventProfs",https://t.co/Hl0nvvtrFP,1559489647058763800
Tue Aug 16 08:41:32 +0000 2022,"Job Opportunity🚨

Association: Tottenham
Position: Sport Science Graduate Intern

Visit our site to apply or Link 👇… https://t.co/8DWzl4bNuz",Jobs4football,Jobs4Football,https://t.co/LOPkcMCQB7,"🌍 Global football specific job portal
                    📰 Interviews, blogs, news, career advice 
                         💻 Create online staff profiles",https://t.co/8DWzl4bNuz,1559460335957966800
Tue Aug 16 05:31:02 +0000 2022,"[LAST DAYS] We're #hiring! Join #ICLEI as Intern, Global Events: you'll support the organization &amp; marketing of vir… https://t.co/kOoBk072ok",ICLEI,ICLEI,http://t.co/TRwBrZaSot,ICLEI – Local Governments for Sustainability is a global network working with 2500 local and regional governments committed to sustainable urban development.,https://t.co/kOoBk072ok,1559412395101003800
Mon Aug 15 08:29:03 +0000 2022,"We're hiring | Latest vacancies
➡ Modern Apprentice - Marketing and Communications
➡ Access and Transitions Co-ordi… https://t.co/NTLejAvXyD",UHI_Inverness,UHI Inverness,https://t.co/5SmTKuKx5l,"Learning for anyone, at any level, for any reason. Access level to PhD. We are a partner of UHI, the collective identity for our diverse partnership.",https://t.co/NTLejAvXyD,1559094808379015200
Mon Aug 15 07:14:40 +0000 2022,Calling all students!  We currently have 250+ intern &amp; graduate openings across EMEA. Check out Jamal's career prog… https://t.co/Yfj9dCmkHb,CiselyW,Cisely Wilson,https://t.co/gx81GKGs36,"Employer Branding @DellTech.
An advocate for #Diversity & #Inclusion!
I also ❤ Traveling, Fashion, Interior Design & all things Digital Marketing related.",https://t.co/Yfj9dCmkHb,1559076090051793000
Mon Aug 15 06:46:02 +0000 2022,Want to work on #aphid #fruitTrees #transposableElement #RNA: we are hiring a Master 2 intern from this fall! PLEAS… https://t.co/cTSwl9Sgts,CornilleAmand,Amandine Cornille (she/her),https://t.co/0TqOzHftRs,CNRS researcher / Population Genomics / Adaptation/ Domestication/ Coevolution / Fruit Trees / Aphids / Fungi / Apples. Tweets are my own. @PommierVerger,https://t.co/cTSwl9Sgts,1559068884552016000
Fri Aug 12 10:19:34 +0000 2022,"@Twitter I can prove by A + B what a 1-digit overflow is.

Maybe the joke works better in French though.

If you di… https://t.co/ZN36wNIAuu",PlugNTweet,Michaël Nass,https://t.co/vFto29zOIK,"Quadrilingual engineering student driven by technology. 🇫🇷🇩🇪🇷🇸. President of the @GroupeMINASTE. Founder of @CraftSearchMC, @Extopy and @FMobileApp.",https://t.co/ZN36wNIAuu,1558035455232336000
Fri Aug 12 09:56:50 +0000 2022,"@HeyHelmar @Apple Would be great. But it seems even in situations when UX is like a glass of water in the desert, p… https://t.co/R76jjzZb63",stairjoke,Wenzel,,"Amongst other things, I care about #technology, #design, #communication, #economy, & #climate. ⌞w⌝",https://t.co/R76jjzZb63,1558029734289854500
Fri Aug 12 09:01:01 +0000 2022,"[LAST DAYS] We're #hiring! Join #ICLEI as Intern, Communications and content: you'll support the creation of writte… https://t.co/d61CAc9RT8",ICLEI,ICLEI,http://t.co/TRwBrZaSot,ICLEI – Local Governments for Sustainability is a global network working with 2500 local and regional governments committed to sustainable urban development.,https://t.co/d61CAc9RT8,1558015689595682800
Thu Aug 11 12:22:02 +0000 2022,"📣 JOB OPPORTUNITY 📣
We are looking for a dynamic #Communications &amp; #Events management #intern (50%, #Geneva-based)!… https://t.co/2XaxJE5Atl",martinennals,Martin Ennals Award,https://t.co/lwEmTPHh2r,The Martin Ennals Award honours and supports Human Rights Defenders at risk showing exceptional commitment,https://t.co/2XaxJE5Atl,1557703889775984600
Thu Aug 11 09:44:35 +0000 2022,"#Students and #YoungProfessionals, we are looking for you! 👀

Step into the role of our new community &amp; events… https://t.co/V607KhG2BL",The_Hague_Tech,The Hague Tech,https://t.co/7Xw96MMgTP,"The Hague's first community of entrepreneurs, startups, corporates, and tech enthusiasts building for the future.",https://t.co/V607KhG2BL,1557664263380078600
Thu Aug 11 07:06:42 +0000 2022,"OpenSea finally realised the importance of hiring a shitposter intern, baby steps lmao https://t.co/zhNUskC2ul",yelyyzz,metalisa,https://t.co/FxRWoJ3vtA,IT business analyst in O&G industry | PA #7910 | don’t take my comments seriously in 69% of the time,https://t.co/zhNUskC2ul,1557624532915163100
Thu Aug 11 04:41:17 +0000 2022,"We are #hiring and looking for an #intern in #PrivateBanking
If you think your profile fits the description, then d… https://t.co/3ugSp4xrqR",Michael_A_Welti,Michael A. Welti,https://t.co/CrbC4nunN4,"Managing Partner
#Switzerland #privatebanking #corporatebanking #fintech #startups #banks #innovation",https://t.co/3ugSp4xrqR,1557587936572481500
Tue Aug 09 16:57:43 +0000 2022,Teradata is hiring a Intern - Customer Services. Interested? Find out more and apply today! https://t.co/RD3wjjKvkT,MariaMacaloney,Maria Macaloney,,,https://t.co/RD3wjjKvkT,1557048489967845400
Tue Aug 09 11:30:50 +0000 2022,"Big congratulations to Joe Bradstock on his latest promotion &amp; impressive career progression, from Intern to Senior… https://t.co/VC5VMc5FhT",PorterhouseMed,Porterhouse Medical Group,https://t.co/havr558ndK,We work with pharmaceutical companies around the world to generate powerful insight-led healthcare communications that make a positive impact on people’s lives,https://t.co/VC5VMc5FhT,1556966228752797700
Tue Aug 09 08:54:01 +0000 2022,"📣The European Students' Union is looking for a Sustainability Intern! 

👉Apply within August 23rd and join our team… https://t.co/DoMTCe28Ny",ESUtwt,European Students' Union (ESU),https://t.co/8hbhtFd9jK,👉🏻 We are an umbrella organisation of 4️⃣5️⃣ National Unions of Students from 40 countries   📑 We represent almost 2️⃣0️⃣ million students 🙌🏻,https://t.co/DoMTCe28Ny,1556926764332597200
Tue Aug 09 07:18:35 +0000 2022,We're hiring for a new Revenue Marketing Intern for our London based office! https://t.co/MMqIohICoi,ConnorJennett,Connor Jennett,,27. 6'6 (without heels).,https://t.co/MMqIohICoi,1556902746464321500
Mon Aug 08 16:00:55 +0000 2022,"Check out @VerticalAero who are hiring for a Mechanical Design Intern.

Take a look at their company profile… https://t.co/MDlDCviJ1u",deeptechjobs,Deep Tech Jobs 🧬🚀♻️,https://t.co/1gEv5ulnsk,The 🇬🇧 & 🇪🇺’s leading source of Deep Tech Science & Engineering roles.,https://t.co/MDlDCviJ1u,1556671808673284000
